customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,R_Score,F_Score,M_Score,RFMClass_text,Segment,Segment_Sort
Almer Sanford,4,5,225,1,1,1,111,5,5,5,555,VIP,1
Almeta Feest,1,75,68,4,4,2,442,1,1,3,113,Regular,5
Almina Becker,1,17,52,2,4,3,243,4,1,2,412,Regular,5
Almina Beer,3,49,185,3,1,1,311,2,5,5,255,Big Spenders,3
Almira Bergnaum,2,5,113,1,2,1,121,5,4,4,544,VIP,1
Almira Wilkinson,1,4,24,1,4,4,144,5,1,1,511,New/Higher Recency,4
Almon Brakus,1,77,79,4,4,2,442,1,1,4,114,Regular,5
Almon Cremin,1,19,51,2,4,3,243,4,1,2,412,Regular,5
Almond Goldner DDS,3,49,193,3,1,1,311,2,5,5,255,Big Spenders,3
Almond Raynor DDS,3,4,216,1,1,1,111,5,5,5,555,VIP,1
Almond Torp,2,12,93,1,2,2,122,4,4,4,444,VIP,1
Almyra Koelpin MD,1,11,79,1,4,2,142,4,1,4,414,Regular,5
Almyra Okuneva,5,39,211,3,1,1,311,3,5,5,355,Big Spenders,3
Alois Bode,1,56,38,3,4,4,344,2,1,1,211,At Risk,6
Aloma Corkery MD,1,46,76,3,4,2,342,2,1,4,214,Regular,5
Aloma Gibson,1,60,55,4,4,3,443,2,1,2,212,At Risk,6
Aloma Kilback,1,39,63,3,4,3,343,3,1,3,313,Regular,5
Alonza White,1,10,69,1,4,2,142,5,1,3,513,New/Higher Recency,4
Alonzo Carroll,1,72,31,4,4,4,444,1,1,1,111,At Risk,6
Alonzo Herman DDS,2,81,87,4,2,2,422,1,4,4,144,Big Spenders,3
Aloys Brown,1,25,72,2,4,2,242,4,1,3,413,Regular,5
Aloys Reinger,1,21,22,2,4,4,244,4,1,1,411,Regular,5
Aloysius McDermott,2,10,91,1,2,2,122,5,4,4,544,VIP,1
Alpha Thiel,1,46,65,3,4,3,343,2,1,3,213,Regular,5
Alpheus Wilkinson,1,81,46,4,4,3,443,1,1,2,112,At Risk,6
Alphons Grady,3,4,109,1,1,1,111,5,5,4,554,VIP,1
Alphons Heidenreich,1,46,68,3,4,2,342,2,1,3,213,Regular,5
Alphons Jones Jr.,1,80,25,4,4,4,444,1,1,1,111,At Risk,6
Alphons Moore,1,19,45,2,4,3,243,4,1,2,412,Regular,5
Alphons Thompson,2,12,109,1,2,1,121,4,4,4,444,VIP,1
Alphonse Champlin V,11,3,493,1,1,1,111,5,5,5,555,VIP,1
Alphonse Hermann,4,2,206,1,1,1,111,5,5,5,555,VIP,1
Alphonsine Hermann,3,39,105,3,1,2,312,3,5,4,354,Big Spenders,3
Alphonso Hartmann,3,5,149,1,1,1,111,5,5,5,555,VIP,1
Alphonso Hilll,1,46,53,3,4,3,343,2,1,2,212,At Risk,6
Altha Bartell,2,40,67,3,2,3,323,3,4,3,343,Big Spenders,3
Altha Moen,1,5,29,1,4,4,144,5,1,1,511,New/Higher Recency,4
Althea Mills,2,14,63,2,2,3,223,4,4,3,443,Loyal,2
Althea Stokes PhD,3,21,166,2,1,1,211,4,5,5,455,VIP,1
Althea Torphy,4,11,161,1,1,1,111,4,5,5,455,VIP,1
Alto Gerlach,2,87,65,4,2,3,423,1,4,3,143,Big Spenders,3
Alto Keebler,7,2,368,1,1,1,111,5,5,5,555,VIP,1
Alto Kirlin,1,89,67,4,4,3,443,1,1,3,113,Regular,5
Alton Senger,1,55,68,3,4,2,342,2,1,3,213,Regular,5
Alton Wintheiser,1,47,36,3,4,4,344,2,1,1,211,At Risk,6
Alvah Bechtelar,1,88,24,4,4,4,444,1,1,1,111,At Risk,6
Alvah Bogisich,2,25,83,2,2,2,222,4,4,4,444,VIP,1
Alvah Hirthe,1,43,64,3,4,3,343,3,1,3,313,Regular,5
Alvan Rau,2,23,82,2,2,2,222,4,4,4,444,VIP,1
Alvena Cummerata DDS,1,11,59,1,4,3,143,4,1,3,413,Regular,5
Alver Beahan,1,73,53,4,4,3,443,1,1,2,112,At Risk,6
Alver Larkin,1,72,78,4,4,2,442,1,1,4,114,Regular,5
Alvera Bailey,2,59,68,3,2,2,322,2,4,3,243,Big Spenders,3
Alvera Balistreri,5,5,198,1,1,1,111,5,5,5,555,VIP,1
Alvera Braun,4,11,165,1,1,1,111,4,5,5,455,VIP,1
Alverda Gaylord,1,90,45,4,4,3,443,1,1,2,112,At Risk,6
Alvie Herman,1,3,47,1,4,3,143,5,1,2,512,New/Higher Recency,4
Alvie Tillman,1,88,58,4,4,3,443,1,1,2,112,At Risk,6
Alvin Kirlin PhD,1,80,78,4,4,2,442,1,1,4,114,Regular,5
Alvina Gulgowski,1,74,63,4,4,3,443,1,1,3,113,Regular,5
Alvina Yundt,1,3,25,1,4,4,144,5,1,1,511,New/Higher Recency,4
Alvis Kunde,1,53,29,3,4,4,344,2,1,1,211,At Risk,6
Alvis O'Connell,4,4,129,1,1,1,111,5,5,5,555,VIP,1
Alvy Boehm,1,11,39,1,4,4,144,4,1,1,411,Regular,5
Alvy Cummerata,3,42,121,3,1,1,311,3,5,4,354,Big Spenders,3
Alvy Farrell,1,5,31,1,4,4,144,5,1,1,511,New/Higher Recency,4
Alwilda Price,1,84,51,4,4,3,443,1,1,2,112,At Risk,6
Alwilda Swaniawski MD,2,5,83,1,2,2,122,5,4,4,544,VIP,1
Alwin Carroll,1,44,27,3,4,4,344,3,1,1,311,Regular,5
Alwin Hane,4,3,253,1,1,1,111,5,5,5,555,VIP,1
Alwin Schulist Sr.,1,53,23,3,4,4,344,2,1,1,211,At Risk,6
Alwina Wilkinson DDS,2,17,95,2,2,2,222,4,4,4,444,VIP,1
Alyce Mertz,2,10,52,1,2,3,123,5,4,2,542,Loyal,2
Alys Lakin,1,62,26,4,4,4,444,2,1,1,211,At Risk,6
Alysa Crooks,2,81,140,4,2,1,421,1,4,5,145,Big Spenders,3
Alysa Fahey,1,85,64,4,4,3,443,1,1,3,113,Regular,5
Alyse Pacocha,1,81,55,4,4,3,443,1,1,2,112,At Risk,6
Alysia Carroll,2,11,134,1,2,1,121,4,4,5,445,VIP,1
Alysia Carroll PhD,3,10,196,1,1,1,111,5,5,5,555,VIP,1
Alyson Baumbach,2,38,103,2,2,2,222,3,4,4,344,Big Spenders,3
Alyssa Feeney,1,43,48,3,4,3,343,3,1,2,312,Regular,5
Alyssa Jewess,1,41,41,3,4,4,344,3,1,2,312,Regular,5
Alyssa Reilly,1,20,80,2,4,2,242,4,1,4,414,Regular,5
Alyssia Fadel,3,74,80,4,1,2,412,1,5,4,154,Big Spenders,3
Alyssia Hickle,1,33,73,2,4,2,242,3,1,3,313,Regular,5
Alyssia Konopelski,1,83,61,4,4,3,443,1,1,3,113,Regular,5
Alyssia Russel,1,28,73,2,4,2,242,3,1,3,313,Regular,5
Alyvia Hand,1,23,76,2,4,2,242,4,1,4,414,Regular,5
Alyvia Kihn,1,57,70,3,4,2,342,2,1,3,213,Regular,5
Alzina McGlynn,1,47,62,3,4,3,343,2,1,3,213,Regular,5
Ama Nicolas,1,50,41,3,4,4,344,2,1,2,212,At Risk,6
Amado Hackett,1,8,62,1,4,3,143,5,1,3,513,New/Higher Recency,4
Amalie Bruen,1,12,77,1,4,2,142,4,1,4,414,Regular,5
Amalie Lakin,1,40,45,3,4,3,343,3,1,2,312,Regular,5
Amalie O'Hara,1,80,61,4,4,3,443,1,1,3,113,Regular,5
Amanda Monahan,2,5,70,1,2,2,122,5,4,3,543,Loyal,2
Amani Shanahan,2,6,93,1,2,2,122,5,4,4,544,VIP,1
Amani Tromp,3,10,196,1,1,1,111,5,5,5,555,VIP,1
Amare Bartoletti,3,4,159,1,1,1,111,5,5,5,555,VIP,1
Amari Abshire,1,19,66,2,4,3,243,4,1,3,413,Regular,5
Amari Heller,1,30,38,2,4,4,244,3,1,1,311,Regular,5
Amari Olson DVM,1,39,58,3,4,3,343,3,1,2,312,Regular,5
Amari Roob,2,18,95,2,2,2,222,4,4,4,444,VIP,1
Amari Stokes,6,5,278,1,1,1,111,5,5,5,555,VIP,1
Amarion Adams,2,12,90,1,2,2,122,4,4,4,444,VIP,1
Amaris Pfannerstill,4,37,160,2,1,1,211,3,5,5,355,Big Spenders,3
Amaris Wehner,2,32,80,2,2,2,222,3,4,4,344,Big Spenders,3
Amber Gottlieb,1,9,79,1,4,2,142,5,1,4,514,New/Higher Recency,4
Amber Hackett,1,4,64,1,4,3,143,5,1,3,513,New/Higher Recency,4
Amberly Armstrong,1,90,59,4,4,3,443,1,1,3,113,Regular,5
Amberly Donnelly DVM,1,45,71,3,4,2,342,3,1,3,313,Regular,5
Amberly Stoltenberg,2,30,93,2,2,2,222,3,4,4,344,Big Spenders,3
Ambers Luettgen,1,20,20,2,4,4,244,4,1,1,411,Regular,5
Ambers Schimmel,2,81,120,4,2,1,421,1,4,4,144,Big Spenders,3
Ambers Turcotte,1,45,45,3,4,3,343,3,1,2,312,Regular,5
Ambrose Greenfelder,2,12,100,1,2,2,122,4,4,4,444,VIP,1
Ambrose Kunze,2,12,118,1,2,1,121,4,4,4,444,VIP,1
Amelia Carroll,1,47,50,3,4,3,343,2,1,2,212,At Risk,6
Amelia Grimes,1,70,66,4,4,3,443,1,1,3,113,Regular,5
Amelie Orn,2,81,107,4,2,1,421,1,4,4,144,Big Spenders,3
America Zboncak,3,8,145,1,1,1,111,5,5,5,555,VIP,1
Ami Collier,1,4,38,1,4,4,144,5,1,1,511,New/Higher Recency,4
Ami Fadel,1,51,74,3,4,2,342,2,1,3,213,Regular,5
Amiah McClure,1,43,20,3,4,4,344,3,1,1,311,Regular,5
Amie Bernhard,1,77,66,4,4,3,443,1,1,3,113,Regular,5
Amie Langosh,1,68,21,4,4,4,444,1,1,1,111,At Risk,6
Amie Leuschke,1,88,54,4,4,3,443,1,1,2,112,At Risk,6
Amie Wehner,3,67,194,4,1,1,411,2,5,5,255,Big Spenders,3
Amie Weimann,3,17,163,2,1,1,211,4,5,5,455,VIP,1
Amina Hoeger,1,85,63,4,4,3,443,1,1,3,113,Regular,5
Amina Renner,2,2,75,1,2,2,122,5,4,3,543,Loyal,2
Amir Dietrich,1,17,64,2,4,3,243,4,1,3,413,Regular,5
Amir Tillman,2,6,62,1,2,3,123,5,4,3,543,Loyal,2
Amirah Haley,1,15,72,2,4,2,242,4,1,3,413,Regular,5
Amit Langworth,1,14,42,2,4,4,244,4,1,2,412,Regular,5
Amit Prohaska,4,79,203,4,1,1,411,1,5,5,155,Big Spenders,3
Amiya Collier,1,47,59,3,4,3,343,2,1,3,213,Regular,5
Amiyah Nienow,4,23,259,2,1,1,211,4,5,5,455,VIP,1
Ammie Jerde,1,10,23,1,4,4,144,5,1,1,511,New/Higher Recency,4
Ammon Mayert II,1,70,44,4,4,4,444,1,1,2,112,At Risk,6
Ammon Mohr,2,12,78,1,2,2,122,4,4,4,444,VIP,1
Ammon Waelchi,2,40,130,3,2,1,321,3,4,5,345,Big Spenders,3
Amon Dickens,1,86,41,4,4,4,444,1,1,2,112,At Risk,6
Amon Volkman,1,80,75,4,4,2,442,1,1,3,113,Regular,5
Amos Homenick,1,12,68,1,4,2,142,4,1,3,413,Regular,5
Amparo Schmeler,2,0,120,1,2,1,121,5,4,4,544,VIP,1
Amya Von,1,72,56,4,4,3,443,1,1,2,112,At Risk,6
Ana Connelly DDS,1,74,39,4,4,4,444,1,1,1,111,At Risk,6
Anabel Jakubowski PhD,1,47,21,3,4,4,344,2,1,1,211,At Risk,6
Anabel Weissnat,5,6,214,1,1,1,111,5,5,5,555,VIP,1
Anabel West,1,52,27,3,4,4,344,2,1,1,211,At Risk,6
Anabella Hansen PhD,1,17,74,2,4,2,242,4,1,3,413,Regular,5
Anabella Schimmel,1,5,46,1,4,3,143,5,1,2,512,New/Higher Recency,4
Anabella Tromp,1,4,46,1,4,3,143,5,1,2,512,New/Higher Recency,4
Anabelle Quigley,1,33,61,2,4,3,243,3,1,3,313,Regular,5
Anahi Hartmann,1,6,22,1,4,4,144,5,1,1,511,New/Higher Recency,4
Analia Gulgowski,1,55,45,3,4,3,343,2,1,2,212,At Risk,6
Analia Upton,2,20,92,2,2,2,222,4,4,4,444,VIP,1
Ananias Kulas,1,21,73,2,4,2,242,4,1,3,413,Regular,5
Anastacia Cummings DDS,1,39,22,3,4,4,344,3,1,1,311,Regular,5
Anastacio Abshire MD,1,44,28,3,4,4,344,3,1,1,311,Regular,5
Anastacio Schinner,2,30,84,2,2,2,222,3,4,4,344,Big Spenders,3
Anastacio Yundt,1,40,44,3,4,4,344,3,1,2,312,Regular,5
Anastasia Howe,1,85,68,4,4,2,442,1,1,3,113,Regular,5
Anaya D'Amore,1,76,71,4,4,2,442,1,1,3,113,Regular,5
Anaya Schuster,1,89,37,4,4,4,444,1,1,1,111,At Risk,6
Ancel Bailey I,2,12,92,1,2,2,122,4,4,4,444,VIP,1
Anders Lesch,1,52,69,3,4,2,342,2,1,3,213,Regular,5
Anderson Buckridge,7,3,320,1,1,1,111,5,5,5,555,VIP,1
Anderson Quitzon,2,36,89,2,2,2,222,3,4,4,344,Big Spenders,3
Andon Marvin,2,70,134,4,2,1,421,1,4,5,145,Big Spenders,3
Andon Williamson PhD,1,74,50,4,4,3,443,1,1,2,112,At Risk,6
Andra Bogisich,1,32,56,2,4,3,243,3,1,2,312,Regular,5
Andra Bosco,1,47,28,3,4,4,344,2,1,1,211,At Risk,6
Andra Goodwin,1,3,80,1,4,2,142,5,1,4,514,New/Higher Recency,4
Andra Kuvalis,1,64,69,4,4,2,442,2,1,3,213,Regular,5
Andra Wisozk II,3,12,162,1,1,1,111,4,5,5,455,VIP,1
Andrae Gerlach,2,11,88,1,2,2,122,4,4,4,444,VIP,1
Andrae Kreiger II,1,21,77,2,4,2,242,4,1,4,414,Regular,5
Andre Bergstrom,1,40,61,3,4,3,343,3,1,3,313,Regular,5
Andreas Hilll,1,70,78,4,4,2,442,1,1,4,114,Regular,5
Andrew Lubowitz,1,21,73,2,4,2,242,4,1,3,413,Regular,5
Andria Lubowitz,1,68,24,4,4,4,444,1,1,1,111,At Risk,6
Andy Morissette,2,6,126,1,2,1,121,5,4,5,545,VIP,1
Andy Spinka,2,14,78,2,2,2,222,4,4,4,444,VIP,1
Anfernee Price I,1,9,40,1,4,4,144,5,1,2,512,New/Higher Recency,4
Angel Bernier,1,60,35,4,4,4,444,2,1,1,211,At Risk,6
Angel Haley,4,1,220,1,1,1,111,5,5,5,555,VIP,1
Angel Hermiston,1,0,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Angel Kshlerin,1,47,70,3,4,2,342,2,1,3,213,Regular,5
Angel McLaughlin,1,50,61,3,4,3,343,2,1,3,213,Regular,5
Angele Bashirian,1,88,50,4,4,3,443,1,1,2,112,At Risk,6
Angele Fisher,1,59,29,3,4,4,344,2,1,1,211,At Risk,6
Angele Hackett,1,68,35,4,4,4,444,1,1,1,111,At Risk,6
Angele Reilly,2,12,118,1,2,1,121,4,4,4,444,VIP,1
Angeles Gislason DVM,1,87,79,4,4,2,442,1,1,4,114,Regular,5
Angeles McLaughlin PhD,4,2,203,1,1,1,111,5,5,5,555,VIP,1
Angelia Koss,1,46,38,3,4,4,344,2,1,1,211,At Risk,6
Angelia Stark,2,11,73,1,2,2,122,4,4,3,443,Loyal,2
Angelic Kuhlman,2,81,113,4,2,1,421,1,4,4,144,Big Spenders,3
Angeline Howe,1,56,47,3,4,3,343,2,1,2,212,At Risk,6
Angeline Will,3,6,107,1,1,1,111,5,5,4,554,VIP,1
Angelique Hegmann,1,54,52,3,4,3,343,2,1,2,212,At Risk,6
Angelique Jacobi,1,86,44,4,4,4,444,1,1,2,112,At Risk,6
Angelita Mertz DVM,1,89,62,4,4,3,443,1,1,3,113,Regular,5
Angelita Mills,8,4,404,1,1,1,111,5,5,5,555,VIP,1
Angelo Langosh,1,84,32,4,4,4,444,1,1,1,111,At Risk,6
Angelo Upton DVM,1,11,71,1,4,2,142,4,1,3,413,Regular,5
Angus Eichmann,1,81,51,4,4,3,443,1,1,2,112,At Risk,6
Angus Goodwin,1,42,20,3,4,4,344,3,1,1,311,Regular,5
Angus Mitchell,12,3,628,1,1,1,111,5,5,5,555,VIP,1
Angus Williamson,1,66,57,4,4,3,443,2,1,2,212,At Risk,6
Anie Hettinger,2,47,159,3,2,1,321,2,4,5,245,Big Spenders,3
Anika Howe,2,28,105,2,2,2,222,3,4,4,344,Big Spenders,3
Anissa Fritsch,1,75,62,4,4,3,443,1,1,3,113,Regular,5
Anissa Jewess,5,15,226,2,1,1,211,4,5,5,455,VIP,1
Anissa Pouros,2,6,68,1,2,2,122,5,4,3,543,Loyal,2
Anissa Rutherford,6,3,283,1,1,1,111,5,5,5,555,VIP,1
Anita Greenfelder,1,77,54,4,4,3,443,1,1,2,112,At Risk,6
Anita Smitham,1,32,30,2,4,4,244,3,1,1,311,Regular,5
Aniya Carter,2,15,106,2,2,2,222,4,4,4,444,VIP,1
Aniya Kuphal PhD,2,33,100,2,2,2,222,3,4,4,344,Big Spenders,3
Aniya Waters MD,1,74,47,4,4,3,443,1,1,2,112,At Risk,6
Anjanette Adams,1,37,50,2,4,3,243,3,1,2,312,Regular,5
Anjelica Klocko,1,33,29,2,4,4,244,3,1,1,311,Regular,5
Ann Dibbert,1,54,68,3,4,2,342,2,1,3,213,Regular,5
Ann Jacobi PhD,1,86,42,4,4,4,444,1,1,2,112,At Risk,6
Ann Ledner,1,45,24,3,4,4,344,3,1,1,311,Regular,5
Ann Nienow,1,55,71,3,4,2,342,2,1,3,213,Regular,5
Annabel Kutch,1,87,34,4,4,4,444,1,1,1,111,At Risk,6
Annabelle Conroy,1,24,58,2,4,3,243,4,1,2,412,Regular,5
Annabelle Parisian DVM,1,10,29,1,4,4,144,5,1,1,511,New/Higher Recency,4
Annabelle Thiel,1,31,22,2,4,4,244,3,1,1,311,Regular,5
Annalise Abbott DVM,2,3,62,1,2,3,123,5,4,3,543,Loyal,2
Annalise Botsford,1,18,38,2,4,4,244,4,1,1,411,Regular,5
Annalise Hickle,2,38,124,2,2,1,221,3,4,5,345,Big Spenders,3
Annalise Reichel,1,26,67,2,4,3,243,3,1,3,313,Regular,5
Annalise Tromp,1,8,69,1,4,2,142,5,1,3,513,New/Higher Recency,4
Annamae Connelly,1,85,72,4,4,2,442,1,1,3,113,Regular,5
Annamarie Corwin PhD,1,21,45,2,4,3,243,4,1,2,412,Regular,5
Annamarie Torp MD,1,55,27,3,4,4,344,2,1,1,211,At Risk,6
Anne Dickinson DVM,1,78,52,4,4,3,443,1,1,2,112,At Risk,6
Anne Sporer DVM,1,19,20,2,4,4,244,4,1,1,411,Regular,5
Anneliese Prohaska,1,51,75,3,4,2,342,2,1,3,213,Regular,5
Annemarie Larson PhD,4,21,215,2,1,1,211,4,5,5,455,VIP,1
Anner Gibson,2,42,104,3,2,2,322,3,4,4,344,Big Spenders,3
Anner Parisian,1,62,22,4,4,4,444,2,1,1,211,At Risk,6
Annetta Dibbert,1,46,62,3,4,3,343,2,1,3,213,Regular,5
Annetta Roob DVM,1,23,23,2,4,4,244,4,1,1,411,Regular,5
Annice Collins,1,68,34,4,4,4,444,1,1,1,111,At Risk,6
Annie Hilll PhD,1,22,42,2,4,4,244,4,1,2,412,Regular,5
Annie Schiller,4,54,177,3,1,1,311,2,5,5,255,Big Spenders,3
Annika Feest,2,60,141,4,2,1,421,2,4,5,245,Big Spenders,3
Annika Monahan DDS,1,66,68,4,4,2,442,2,1,3,213,Regular,5
Annis Runte,1,19,57,2,4,3,243,4,1,2,412,Regular,5
Annis Volkman,2,16,92,2,2,2,222,4,4,4,444,VIP,1
Annmarie Dicki DVM,1,10,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Annmarie Hudson,1,47,75,3,4,2,342,2,1,3,213,Regular,5
Ansel Renner V,2,12,107,1,2,1,121,4,4,4,444,VIP,1
Ansley Cruickshank,1,21,26,2,4,4,244,4,1,1,411,Regular,5
Ansley Kirlin DVM,4,12,208,1,1,1,111,4,5,5,455,VIP,1
Ansley Larson PhD,1,46,76,3,4,2,342,2,1,4,214,Regular,5
Ansley Zieme,1,18,78,2,4,2,242,4,1,4,414,Regular,5
Anson Tremblay,7,5,347,1,1,1,111,5,5,5,555,VIP,1
Anthony Herman,1,28,27,2,4,4,244,3,1,1,311,Regular,5
Anthony Hoppe,1,34,72,2,4,2,242,3,1,3,313,Regular,5
Antione Sipes,1,3,60,1,4,3,143,5,1,3,513,New/Higher Recency,4
Antionette Nitzsche DVM,1,68,33,4,4,4,444,1,1,1,111,At Risk,6
Antoine Franecki,3,6,207,1,1,1,111,5,5,5,555,VIP,1
Antoinette Zulauf,1,28,62,2,4,3,243,3,1,3,313,Regular,5
Anton Bogan,1,13,48,2,4,3,243,4,1,2,412,Regular,5
Anton Dicki,1,10,53,1,4,3,143,5,1,2,512,New/Higher Recency,4
Anton Moen,1,15,68,2,4,2,242,4,1,3,413,Regular,5
Antone Morissette,2,2,78,1,2,2,122,5,4,4,544,VIP,1
Antonetta Wyman,1,83,68,4,4,2,442,1,1,3,113,Regular,5
Antonette Heathcote,1,82,72,4,4,2,442,1,1,3,113,Regular,5
Antonina Hudson MD,1,29,64,2,4,3,243,3,1,3,313,Regular,5
Antonina Rippin,1,1,42,1,4,4,144,5,1,2,512,New/Higher Recency,4
Antonio Bechtelar V,2,30,101,2,2,2,222,3,4,4,344,Big Spenders,3
Antonio Schiller,1,6,52,1,4,3,143,5,1,2,512,New/Higher Recency,4
Antony Terry,1,1,71,1,4,2,142,5,1,3,513,New/Higher Recency,4
Antwain Hauck,1,29,71,2,4,2,242,3,1,3,313,Regular,5
Antwain Kutch,2,5,113,1,2,1,121,5,4,4,544,VIP,1
Anya Schaefer,1,88,24,4,4,4,444,1,1,1,111,At Risk,6
Ara Block,1,22,78,2,4,2,242,4,1,4,414,Regular,5
Ara Reilly,2,78,133,4,2,1,421,1,4,5,145,Big Spenders,3
Araceli Hayes,1,19,54,2,4,3,243,4,1,2,412,Regular,5
Aracely Bednar,2,38,128,2,2,1,221,3,4,5,345,Big Spenders,3
Aracely Nitzsche,1,68,51,4,4,3,443,1,1,2,112,At Risk,6
Arah Heathcote MD,4,10,203,1,1,1,111,5,5,5,555,VIP,1
Arah McKenzie,1,81,25,4,4,4,444,1,1,1,111,At Risk,6
Arba Yundt,1,26,67,2,4,3,243,3,1,3,313,Regular,5
Arbie Senger,4,6,175,1,1,1,111,5,5,5,555,VIP,1
Arbie Strosin,9,1,487,1,1,1,111,5,5,5,555,VIP,1
Arch Fritsch,1,21,38,2,4,4,244,4,1,1,411,Regular,5
Archer Lebsack,3,12,115,1,1,1,111,4,5,4,454,VIP,1
Archie Abernathy,1,3,60,1,4,3,143,5,1,3,513,New/Higher Recency,4
Archie Kessler,2,39,79,3,2,2,322,3,4,4,344,Big Spenders,3
Ardath Moen,1,41,67,3,4,3,343,3,1,3,313,Regular,5
Ardath Smitham,1,64,20,4,4,4,444,2,1,1,211,At Risk,6
Ardelia Little,5,4,286,1,1,1,111,5,5,5,555,VIP,1
Ardell Boehm,2,12,105,1,2,2,122,4,4,4,444,VIP,1
Ardell Kilback III,1,56,40,3,4,4,344,2,1,2,212,At Risk,6
Ardell O'Keefe,4,42,257,3,1,1,311,3,5,5,355,Big Spenders,3
Ardell Vandervort,3,3,137,1,1,1,111,5,5,5,555,VIP,1
Ardelle Hickle,7,4,470,1,1,1,111,5,5,5,555,VIP,1
Ardelle Kshlerin,1,11,37,1,4,4,144,4,1,1,411,Regular,5
Ardeth Carroll,1,9,74,1,4,2,142,5,1,3,513,New/Higher Recency,4
Ardeth Gislason,1,61,56,4,4,3,443,2,1,2,212,At Risk,6
Ardyce Hermann,1,8,30,1,4,4,144,5,1,1,511,New/Higher Recency,4
Areli Larkin,1,79,74,4,4,2,442,1,1,3,113,Regular,5
Arely Krajcik,1,37,62,2,4,3,243,3,1,3,313,Regular,5
Aretha Farrell,1,31,38,2,4,4,244,3,1,1,311,Regular,5
Aretha Grimes,2,66,120,4,2,1,421,2,4,4,244,Big Spenders,3
Argie Champlin,2,25,142,2,2,1,221,4,4,5,445,VIP,1
Argie Schowalter DDS,1,24,42,2,4,4,244,4,1,2,412,Regular,5
Ari Haag,1,57,55,3,4,3,343,2,1,2,212,At Risk,6
Ariana Adams,2,4,77,1,2,2,122,5,4,4,544,VIP,1
Ariana Leuschke,1,71,26,4,4,4,444,1,1,1,111,At Risk,6
Ariana Swaniawski,1,69,67,4,4,3,443,1,1,3,113,Regular,5
Ariane Hansen,1,88,42,4,4,4,444,1,1,2,112,At Risk,6
Ariane Littel,2,35,83,2,2,2,222,3,4,4,344,Big Spenders,3
Aric Dibbert,1,81,28,4,4,4,444,1,1,1,111,At Risk,6
Aric Kulas,2,6,135,1,2,1,121,5,4,5,545,VIP,1
Arie Bradtke,1,47,41,3,4,4,344,2,1,2,212,At Risk,6
Arie Farrell,1,31,55,2,4,3,243,3,1,2,312,Regular,5
Arie Gaylord,1,1,45,1,4,3,143,5,1,2,512,New/Higher Recency,4
Arie Koepp,1,12,54,1,4,3,143,4,1,2,412,Regular,5
Ariel Yundt,5,8,233,1,1,1,111,5,5,5,555,VIP,1
Ariella Emmerich PhD,1,36,53,2,4,3,243,3,1,2,312,Regular,5
Ariella Tillman,1,43,37,3,4,4,344,3,1,1,311,Regular,5
Arielle Barrows,2,10,78,1,2,2,122,5,4,4,544,VIP,1
Arielle Nienow,1,40,78,3,4,2,342,3,1,4,314,Regular,5
Arielle Schultz,9,2,591,1,1,1,111,5,5,5,555,VIP,1
Arizona Heller,1,57,28,3,4,4,344,2,1,1,211,At Risk,6
Arizona Muller,7,14,386,2,1,1,211,4,5,5,455,VIP,1
Arizona Schiller DVM,1,14,54,2,4,3,243,4,1,2,412,Regular,5
Arjun Mosciski PhD,1,28,75,2,4,2,242,3,1,3,313,Regular,5
Arjun Mraz V,3,4,119,1,1,1,111,5,5,4,554,VIP,1
Arkie Spinka,1,74,47,4,4,3,443,1,1,2,112,At Risk,6
Arla Renner,9,5,450,1,1,1,111,5,5,5,555,VIP,1
Arlan Lubowitz MD,1,61,68,4,4,2,442,2,1,3,213,Regular,5
Arleen Satterfield,2,40,76,3,2,2,322,3,4,4,344,Big Spenders,3
Arlen Gulgowski I,1,63,34,4,4,4,444,2,1,1,211,At Risk,6
Arlen Kovacek III,4,3,227,1,1,1,111,5,5,5,555,VIP,1
Arlena O'Keefe DDS,1,17,20,2,4,4,244,4,1,1,411,Regular,5
Arlene Rippin,2,23,113,2,2,1,221,4,4,4,444,VIP,1
Arlene Skiles,5,80,245,4,1,1,411,1,5,5,155,Big Spenders,3
Arletta Bradtke,1,5,75,1,4,2,142,5,1,3,513,New/Higher Recency,4
Arley McDermott V,1,7,54,1,4,3,143,5,1,2,512,New/Higher Recency,4
Arlie Brekke IV,1,26,51,2,4,3,243,3,1,2,312,Regular,5
Arlie Gleichner,1,41,45,3,4,3,343,3,1,2,312,Regular,5
Arlie Kassulke,1,81,69,4,4,2,442,1,1,3,113,Regular,5
Arlie Watsica,1,74,20,4,4,4,444,1,1,1,111,At Risk,6
Arline Jewess,1,89,52,4,4,3,443,1,1,2,112,At Risk,6
Arlington Stanton,1,62,27,4,4,4,444,2,1,1,211,At Risk,6
Arlis Senger,4,67,195,4,1,1,411,2,5,5,255,Big Spenders,3
Arlis Weber,1,77,21,4,4,4,444,1,1,1,111,At Risk,6
Arlo Bode,1,5,42,1,4,4,144,5,1,2,512,New/Higher Recency,4
Arlo Grimes,1,60,47,4,4,3,443,2,1,2,212,At Risk,6
Arlo Kautzer IV,1,59,32,3,4,4,344,2,1,1,211,At Risk,6
Arlo Larkin DDS,1,68,80,4,4,2,442,1,1,4,114,Regular,5
